INDEX_NUMBER,STATENAME,SCH_NAME,WEBSITE
74188,PENNSYLVANIA,Northside El Sch,
74191,PENNSYLVANIA,Bon Air El Sch,
74192,PENNSYLVANIA,Stewart El Sch,
74193,PENNSYLVANIA,Charles A Huston MS,
74194,PENNSYLVANIA,Burrell HS,
74195,PENNSYLVANIA,Emily Brittain El Sch,http://www.basdk12.org
74196,PENNSYLVANIA,Mcquistion El Sch,http://www.basdk12.org
74197,PENNSYLVANIA,Northwest El Sch,http://www.basdk12.org
74198,PENNSYLVANIA,Center Twp Sch,http://www.basdk12.org
74199,PENNSYLVANIA,Connoquenessing El Sch,http://www.basdk12.org
74200,PENNSYLVANIA,Summit El Sch,http://www.basdk12.org
74201,PENNSYLVANIA,Butler Area IHS,http://www.basdk12.org
74202,PENNSYLVANIA,Butler Area SHS,http://www.basdk12.org
74203,PENNSYLVANIA,Broad Street El Sch,http://www.basdk12.org
74204,PENNSYLVANIA,California Area El Sch,http://www.calsd.org
74205,PENNSYLVANIA,California Area SHS,http://www.calsd.org
74206,PENNSYLVANIA,California Area MS,http://www.calsd.org
74207,PENNSYLVANIA,Cambria Heights El Sch,
74208,PENNSYLVANIA,Cambria Heights MS,
74209,PENNSYLVANIA,Cambria Heights SHS,
74210,PENNSYLVANIA,Woodland El Sch,http://www.camcosd.org/
74211,PENNSYLVANIA,Cameron County JSHS,http://www.camcosd.org/
74213,PENNSYLVANIA,Eisenhower El Sch,
74214,PENNSYLVANIA,Hoover El Sch,
74215,PENNSYLVANIA,Camp Hill SHS,
74216,PENNSYLVANIA,North Strabane Intrmd Sch,
74217,PENNSYLVANIA,Wylandville El Sch,
74218,PENNSYLVANIA,Canon-McMillan SHS,
74219,PENNSYLVANIA,South Central El,
74220,PENNSYLVANIA,Hills-Hendersonville El Sch,
74221,PENNSYLVANIA,Cecil Intrmd Sch,
74222,PENNSYLVANIA,Canonsburg MS,
74223,PENNSYLVANIA,Muse El Sch,
74224,PENNSYLVANIA,Borland Manor El Sch,
74225,PENNSYLVANIA,Canton JSHS,
74226,PENNSYLVANIA,Canton Area El Sch,
74227,PENNSYLVANIA,Carbondale El Sch,http://www.carbondalearea.org
74228,PENNSYLVANIA,Carbondale Area JSHS,http://www.carbondalearea.org
74229,PENNSYLVANIA,Letort El Sch,http://www.carlisleschools.org
74230,PENNSYLVANIA,Mt Holly Springs El Sch,http://www.carlisleschools.org
74231,PENNSYLVANIA,North Dickinson El Sch,http://www.carlisleschools.org
74232,PENNSYLVANIA,Crestview El Sch,http://www.carlisleschools.org
74233,PENNSYLVANIA,Mooreland El Sch,http://www.carlisleschools.org
74234,PENNSYLVANIA,Hamilton El Sch,http://www.carlisleschools.org
74235,PENNSYLVANIA,Bellaire El Sch,http://www.carlisleschools.org
74236,PENNSYLVANIA,Carlisle Area HS,http://www.carlisleschools.org
74237,PENNSYLVANIA,Wilson MS,http://www.carlisleschools.org
74238,PENNSYLVANIA,Lamberton MS,http://www.carlisleschools.org
74239,PENNSYLVANIA,Carnegie El Sch,
74240,PENNSYLVANIA,Crafton El Sch,
74242,PENNSYLVANIA,Carmichaels Area HS,
74243,PENNSYLVANIA,Carmichaels Area MS,
74244,PENNSYLVANIA,Carmichaels Area El Ctr,
74245,PENNSYLVANIA,Catasauqua MS,http://www.cattysd.org
74246,PENNSYLVANIA,Catasauqua SHS,http://www.cattysd.org
74247,PENNSYLVANIA,Francis H Sheckler El Sch,http://www.cattysd.org
74248,PENNSYLVANIA,William Tennent HS,
74249,PENNSYLVANIA,McDonald El Sch,
74250,PENNSYLVANIA,Willow Dale El Sch,
74251,PENNSYLVANIA,Davis El Sch,
74252,PENNSYLVANIA,Klinger MS,
74253,PENNSYLVANIA,Log College MS,
74254,PENNSYLVANIA,Cold Spring El Sch,
74255,PENNSYLVANIA,Jamison El Sch,
74256,PENNSYLVANIA,Groveland El Sch,
74257,PENNSYLVANIA,Mill Creek El Sch,
74258,PENNSYLVANIA,Tohickon MS,
74259,PENNSYLVANIA,Central Bucks HS-South,
74260,PENNSYLVANIA,Bridge Valley El Sch,
74261,PENNSYLVANIA,Lenape MS,
74262,PENNSYLVANIA,Tamanend MS,
74263,PENNSYLVANIA,Central Bucks HS-West,
74264,PENNSYLVANIA,Buckingham El Sch,
74265,PENNSYLVANIA,Kutz El Sch,
74266,PENNSYLVANIA,Gayman El Sch,
74267,PENNSYLVANIA,Linden El Sch,
74268,PENNSYLVANIA,Butler El Sch,
74269,PENNSYLVANIA,Titus El Sch,
74270,PENNSYLVANIA,Unami MS,
74271,PENNSYLVANIA,Barclay El Sch,
74272,PENNSYLVANIA,Doyle El Sch,
74273,PENNSYLVANIA,Central Bucks HS-East,
74274,PENNSYLVANIA,Pine Run El Sch,
74275,PENNSYLVANIA,Holicong MS,
74276,PENNSYLVANIA,Warwick El Sch,
74277,PENNSYLVANIA,Central Cambria MS,http://www.cencam.org/
74278,PENNSYLVANIA,Jackson El Sch,http://www.cencam.org/
74279,PENNSYLVANIA,Central Cambria HS,http://www.cencam.org/
74280,PENNSYLVANIA,Cambria El Sch,http://www.cencam.org/
74281,PENNSYLVANIA,Central Columbia SHS,
74282,PENNSYLVANIA,Central Columbia MS,
74283,PENNSYLVANIA,Central Columbia El Sch,
74284,PENNSYLVANIA,Central Dauphin MS,
74285,PENNSYLVANIA,Swatara MS,
74286,PENNSYLVANIA,Central Dauphin East MS,
74287,PENNSYLVANIA,Central Dauphin SHS,
74288,PENNSYLVANIA,Central Dauphin East SHS,
74289,PENNSYLVANIA,Linglestown El Sch,
74290,PENNSYLVANIA,Paxtonia El Sch,
74291,PENNSYLVANIA,Phillips El Sch,
74292,PENNSYLVANIA,South Side El Sch,
74293,PENNSYLVANIA,North Side El Sch,
74294,PENNSYLVANIA,Middle Paxton El Sch,
74295,PENNSYLVANIA,Paxtang El Sch,
74296,PENNSYLVANIA,Rutherford El Sch,
74297,PENNSYLVANIA,Chambers Hill El Sch,
74298,PENNSYLVANIA,West Hanover El Sch,
74299,PENNSYLVANIA,Tri-Community El Sch,
74300,PENNSYLVANIA,Linglestown MS,
74301,PENNSYLVANIA,Mountain View El Sch,
74302,PENNSYLVANIA,Lawnton El Sch,
74303,PENNSYLVANIA,Waynesburg Central El School,
74304,PENNSYLVANIA,Waynesburg Central HS,
74305,PENNSYLVANIA,Miller MS,
74306,PENNSYLVANIA,Fairview El Sch,
74307,PENNSYLVANIA,Rice El Sch,
74308,PENNSYLVANIA,Crestwood Secondary Campus,
74309,PENNSYLVANIA,Sinking Springs El Sch,
74310,PENNSYLVANIA,Hayshire El Sch,
74311,PENNSYLVANIA,Roundtown El Sch,
74312,PENNSYLVANIA,North Hills El Sch,
74313,PENNSYLVANIA,Central York MS,
74314,PENNSYLVANIA,Central York HS,
74315,PENNSYLVANIA,Stony Brook El Sch,
74316,PENNSYLVANIA,Chambersburg Area MS - North,http://www.casdonline.org
74317,PENNSYLVANIA,Chambersburg Area SHS,http://www.casdonline.org
74318,PENNSYLVANIA,Buchanan El Sch,http://www.casdonline.org
74319,PENNSYLVANIA,Stevens El Sch,
74320,PENNSYLVANIA,Grandview El Sch,http://www.casdonline.org
74321,PENNSYLVANIA,Scotland El Sch,http://www.casdonline.org
74322,PENNSYLVANIA,Guilford Hills El Sch,
74323,PENNSYLVANIA,South Hamilton El Sch,http://www.casdonline.org
74324,PENNSYLVANIA,Lurgan El Sch,http://www.casdonline.org
74325,PENNSYLVANIA,Falling Spring El Sch,http://www.casdonline.org
74326,PENNSYLVANIA,Fayetteville El Sch,
74327,PENNSYLVANIA,Hamilton Heights El Sch,http://www.casdonline.org
74328,PENNSYLVANIA,Chambersburg Area MS - South,http://www.casdonline.org
74329,PENNSYLVANIA,Benjamin Chambers El Sch,http://www.casdonline.org
74330,PENNSYLVANIA,Chambersburg Area Career Magnet Sch,
74331,PENNSYLVANIA,New Franklin El Sch,http://www.casdonline.org
74332,PENNSYLVANIA,Marion El Sch,
74333,PENNSYLVANIA,Charleroi Area HS,
74334,PENNSYLVANIA,Charleroi Area MS,
74335,PENNSYLVANIA,Charleroi Area El Ctr,
74336,PENNSYLVANIA,Chartiers Valley MS,
74337,PENNSYLVANIA,Chartiers Valley Intrmd School,
74338,PENNSYLVANIA,Chartiers Valley Primary Sch,
74339,PENNSYLVANIA,Chartiers Valley HS,
74340,PENNSYLVANIA,Allison Park El Sch,
74341,PENNSYLVANIA,Chartiers-Houston JSHS,
74349,PENNSYLVANIA,Stetser El Sch,
74350,PENNSYLVANIA,Main Street Sch,
74351,PENNSYLVANIA,Chester HS,
74352,PENNSYLVANIA,Chester Upland Sch of Arts,
74353,PENNSYLVANIA,STEM at Showalter,
74354,PENNSYLVANIA,Toby Farms Intermediate School,
74355,PENNSYLVANIA,Edgmont Scholars Academy,
74356,PENNSYLVANIA,Chestnut Ridge MS,
74357,PENNSYLVANIA,Chestnut Ridge Central El Sch,
74358,PENNSYLVANIA,Chestnut Ridge SHS,
74359,PENNSYLVANIA,Boothwyn El Sch,http://www.chichestersd.org
74360,PENNSYLVANIA,Linwood El Sch,http://www.chichestersd.org
74361,PENNSYLVANIA,Chichester SHS,http://www.chichestersd.org
74362,PENNSYLVANIA,Marcus Hook El Sch,http://www.chichestersd.org
74363,PENNSYLVANIA,Hilltop El Sch,http://www.chichestersd.org
74364,PENNSYLVANIA,Chichester MS,http://www.chichestersd.org
74365,PENNSYLVANIA,Clairton El Sch,
74366,PENNSYLVANIA,Clairton MS/HS,
74367,PENNSYLVANIA,Clarion Area JSHS,
74368,PENNSYLVANIA,Clarion Area El Sch,
74369,PENNSYLVANIA,Clarion-Limestone El Sch,http://clasd.net
74370,PENNSYLVANIA,Clarion-Limestone Area JSHS,http://clasd.net
74371,PENNSYLVANIA,Claysburg-Kimmel El Sch,http://www.cksdbulldogs.com
74372,PENNSYLVANIA,Claysburg-Kimmel Sr HS,http://www.cksdbulldogs.com
74373,PENNSYLVANIA,Claysburg-Kimmel Jr HS,http://www.cksdbulldogs.com
74374,PENNSYLVANIA,Clearfield Area JSHS,http://www.clearfield.org/
74375,PENNSYLVANIA,Clearfield Area El Sch,http://www.clearfield.org/
74376,PENNSYLVANIA,Scott MS,
74377,PENNSYLVANIA,Rainbow El Sch,
74378,PENNSYLVANIA,East Fallowfield El Sch,
74379,PENNSYLVANIA,Kings Highway El Sch,
74380,PENNSYLVANIA,Caln El Sch,
74381,PENNSYLVANIA,Coatesville Area SHS,
74382,PENNSYLVANIA,Coatesville Intermediate HS,
74383,PENNSYLVANIA,North Brandywine MS,
74384,PENNSYLVANIA,Reeceville El Sch,
74385,PENNSYLVANIA,Denver El Sch,
74386,PENNSYLVANIA,Adamstown El Sch,
74387,PENNSYLVANIA,Reamstown El Sch,
74388,PENNSYLVANIA,Cocalico MS,
74389,PENNSYLVANIA,Cocalico SHS,
74392,PENNSYLVANIA,Columbia MS Taylor Campus,
74393,PENNSYLVANIA,Columbia MS Hill Campus,
74395,PENNSYLVANIA,Commodore Perry Sch,http://cppanthers.org/
74396,PENNSYLVANIA,Commodore Perry JSHS,http://cppanthers.org/
74397,PENNSYLVANIA,Conemaugh Twp Area El Sch,http://www.ctasd.org
74398,PENNSYLVANIA,Conemaugh Twp Area MS/SHS,http://www.ctasd.org
74399,PENNSYLVANIA,Conemaugh Valley JSHS,http://www.cvk12.org
74400,PENNSYLVANIA,Conemaugh Valley El Sch,http://www.cvk12.org
74401,PENNSYLVANIA,Brownstown El Sch,
74402,PENNSYLVANIA,Smoketown El Sch,
74403,PENNSYLVANIA,Leola El Sch,
74404,PENNSYLVANIA,Gerald G Huesken MS,
74405,PENNSYLVANIA,Conestoga Valley SHS,
74406,PENNSYLVANIA,Fritz El Sch,
74407,PENNSYLVANIA,New Oxford SHS,http://www.conewago.k12.pa.us
74408,PENNSYLVANIA,Conewago Valley Intrmd Sch,http://www.conewago.k12.pa.us
74409,PENNSYLVANIA,New Oxford El Sch,http://www.conewago.k12.pa.us
74410,PENNSYLVANIA,Conewago Twp El Sch,http://www.conewago.k12.pa.us
74411,PENNSYLVANIA,New Oxford MS,http://www.conewago.k12.pa.us
74412,PENNSYLVANIA,Conneaut Lake-Sadsbury El Sch,
74413,PENNSYLVANIA,Conneaut Valley El Sch,
74414,PENNSYLVANIA,Conneaut Valley MS,
74415,PENNSYLVANIA,Conneaut Lake MS,
74416,PENNSYLVANIA,Conneaut Area Senior High,
74417,PENNSYLVANIA,Bullskin El Sch,
74418,PENNSYLVANIA,Connellsville Area MS,
74419,PENNSYLVANIA,Springfield El Sch,
74420,PENNSYLVANIA,West Crawford El Sch,
74421,PENNSYLVANIA,Dunbar Twp El Sch,
74422,PENNSYLVANIA,Connellsville Area SHS,
74423,PENNSYLVANIA,Conrad Weiser MS,
74424,PENNSYLVANIA,Conrad Weiser HS,
74425,PENNSYLVANIA,Conrad Weiser West El Sch,
74426,PENNSYLVANIA,Conrad Weiser East El Sch,
74427,PENNSYLVANIA,Cornell El Sch,http://www.cornellsd.org
74428,PENNSYLVANIA,Cornell HS,http://www.cornellsd.org
74429,PENNSYLVANIA,Ebenezer El Sch,
74430,PENNSYLVANIA,South Lebanon El Sch,
74431,PENNSYLVANIA,Cedar Crest HS,
74432,PENNSYLVANIA,Cedar Crest MS,
74433,PENNSYLVANIA,Cornwall El Sch,
74434,PENNSYLVANIA,Union Canal El Sch,
74435,PENNSYLVANIA,Corry Area MS,
74436,PENNSYLVANIA,Corry Area Intrmd Sch,
74437,PENNSYLVANIA,Corry Area HS,
74438,PENNSYLVANIA,Corry Area Primary Sch,
74439,PENNSYLVANIA,Coudersport Area El Sch,http://www.coudyschools.net
74440,PENNSYLVANIA,Coudersport Area JSHS,http://www.coudyschools.net
74455,PENNSYLVANIA,Cranberry Area JSHS,http://www.cranberrysd.org
74456,PENNSYLVANIA,Cranberry El Sch,http://www.cranberrysd.org
74457,PENNSYLVANIA,Cochranton JSHS,
74458,PENNSYLVANIA,Second District El Sch,
74459,PENNSYLVANIA,Neason Hill El Sch,
74460,PENNSYLVANIA,First District El Sch,
74461,PENNSYLVANIA,Meadville MS,
74462,PENNSYLVANIA,Meadville Area SHS,
74463,PENNSYLVANIA,Cochranton El Sch,
74464,PENNSYLVANIA,West End El Sch,
74465,PENNSYLVANIA,Sporting Hill El Sch,http://www.cvschools.org/
74466,PENNSYLVANIA,Shaull El Sch,http://www.cvschools.org/
74467,PENNSYLVANIA,Middlesex El Sch,http://www.cvschools.org/
74468,PENNSYLVANIA,Monroe El Sch,http://www.cvschools.org/
74469,PENNSYLVANIA,Silver Spring El Sch,http://www.cvschools.org/
74470,PENNSYLVANIA,Green Ridge El Sch,http://www.cvschools.org/
74472,PENNSYLVANIA,Mountain View MS,http://www.cvschools.org/
74473,PENNSYLVANIA,Hampden El Sch,http://www.cvschools.org/
74474,PENNSYLVANIA,Eagle View MS,http://www.cvschools.org/
74475,PENNSYLVANIA,Winding Creek El Sch,
74476,PENNSYLVANIA,Curwensville Area JSHS,http://www.curwensville.org
74477,PENNSYLVANIA,Curwensville Area El Sch,http://www.curwensville.org
74478,PENNSYLVANIA,Wycallis Primary Center,http://www.dsdhs.com
74479,PENNSYLVANIA,Dallas Intermediate Sch,http://www.dsdhs.com
74480,PENNSYLVANIA,Dallas SHS,http://www.dsdhs.com
74481,PENNSYLVANIA,Dallas MS,http://www.dsdhs.com
74490,PENNSYLVANIA,Daniel Boone Area MS,
74491,PENNSYLVANIA,Daniel Boone Area HS,
74492,PENNSYLVANIA,Daniel Boone Area Primary Ctr,
74493,PENNSYLVANIA,Daniel Boone Area Intermediate Cntr,
74494,PENNSYLVANIA,Danville Area MS,
74495,PENNSYLVANIA,Danville Area SHS,
74496,PENNSYLVANIA,Liberty-Valley El Sch,
74497,PENNSYLVANIA,Danville Primary Sch,
74499,PENNSYLVANIA,Dingman-Delaware MS,
74500,PENNSYLVANIA,Dingman-Delaware Primary Sch,
74501,PENNSYLVANIA,Dingman-Delaware El Sch,
74502,PENNSYLVANIA,Delaware Valley MS,
74503,PENNSYLVANIA,Shohola El Sch,
74504,PENNSYLVANIA,Delaware Valley HS,
74505,PENNSYLVANIA,Delaware Valley El Sch,
74506,PENNSYLVANIA,Deer Lakes MS,
74507,PENNSYLVANIA,Deer Lakes HS,
74508,PENNSYLVANIA,East Union Intrmd Sch,
74509,PENNSYLVANIA,Curtisville Pri Ctr,
74510,PENNSYLVANIA,Derry Area MS,
74511,PENNSYLVANIA,Derry Area SHS,
74512,PENNSYLVANIA,Grandview El Sch,
74513,PENNSYLVANIA,Hershey Early Childhood Ctr,
74514,PENNSYLVANIA,Hershey Primary El Sch,
74515,PENNSYLVANIA,Hershey HS,
74516,PENNSYLVANIA,Hershey MS,
74517,PENNSYLVANIA,Hershey Intrmd El Sch,
74518,PENNSYLVANIA,Donegal Primary School,http://www.donegalsd.org
74519,PENNSYLVANIA,Donegal HS,http://www.donegalsd.org
74520,PENNSYLVANIA,Donegal JHS,http://www.donegalsd.org
74521,PENNSYLVANIA,Donegal Intermediate School,http://www.donegalsd.org
74522,PENNSYLVANIA,North Salem El Sch,
74523,PENNSYLVANIA,Weigelstown El Sch,
74524,PENNSYLVANIA,Leib El Sch,
74525,PENNSYLVANIA,Dover Area HS,
74526,PENNSYLVANIA,Dover Area El Sch,
74527,PENNSYLVANIA,Dover Area MS,
74528,PENNSYLVANIA,Lionville MS,
74529,PENNSYLVANIA,Downingtown MS,
74530,PENNSYLVANIA,Downingtown HS East Campus,
74531,PENNSYLVANIA,Downingtown HS West Campus,
74532,PENNSYLVANIA,Beaver Creek El Sch,
74533,PENNSYLVANIA,Brandywine-Wallace El Sch,
74534,PENNSYLVANIA,Pickering Valley El Sch,
74535,PENNSYLVANIA,East Ward El Sch,
74536,PENNSYLVANIA,Lionville El Sch,
74537,PENNSYLVANIA,West Bradford El Sch,
74538,PENNSYLVANIA,Uwchlan Hills El Sch,
74539,PENNSYLVANIA,Springton Manor El Sch,
74540,PENNSYLVANIA,Downingtown STEM Academy,
74541,PENNSYLVANIA,Marsh Creek Sixth Grade Center,
74542,PENNSYLVANIA,Shamona Creek El Sch,
74543,PENNSYLVANIA,Bradford Hgts El Sch,
74544,PENNSYLVANIA,Oklahoma El Sch,
74545,PENNSYLVANIA,DuBois Area MS,
74546,PENNSYLVANIA,C G Johnson El Sch,
74547,PENNSYLVANIA,DuBois Area SHS,
74548,PENNSYLVANIA,Juniata El Sch,
74549,PENNSYLVANIA,Wasson Avenue El Sch,
74550,PENNSYLVANIA,Dunmore El Ctr,
74551,PENNSYLVANIA,Dunmore JSHS,
74553,PENNSYLVANIA,Logan El Sch,http://www.eawildcats.net
74554,PENNSYLVANIA,East Allegheny JSHS,http://www.eawildcats.net
74555,PENNSYLVANIA,East Forest JSHS,http://www.forestareaschools.org
74556,PENNSYLVANIA,East Forest El Sch,http://www.forestareaschools.org
74557,PENNSYLVANIA,West Forest JSHS,http://www.forestareaschools.org
74558,PENNSYLVANIA,West Forest El Sch,http://www.forestareaschools.org
74559,PENNSYLVANIA,Jackson El Sch,
74560,PENNSYLVANIA,Eastern Lebanon Co SHS,
74561,PENNSYLVANIA,Fort Zeller El Sch,
74562,PENNSYLVANIA,Eastern Lebanon Co MS,
74563,PENNSYLVANIA,ELCO Intermd Sch,
74564,PENNSYLVANIA,George A Ferrell El Sch,
74565,PENNSYLVANIA,Joseph C Ashkar El Sch,
74566,PENNSYLVANIA,Carl G Renn El Sch,
74567,PENNSYLVANIA,Hughesville JSHS,
74568,PENNSYLVANIA,Lower Macungie MS,
74569,PENNSYLVANIA,Eyer MS,
74570,PENNSYLVANIA,Alburtis El Sch,
74571,PENNSYLVANIA,Lincoln El Sch,
74572,PENNSYLVANIA,Macungie El Sch,
74573,PENNSYLVANIA,Jefferson El Sch,
74574,PENNSYLVANIA,Emmaus HS,
74575,PENNSYLVANIA,Wescosville El Sch,
74576,PENNSYLVANIA,Shoemaker El Sch,
74577,PENNSYLVANIA,Willow Lane El Sch,
74578,PENNSYLVANIA,East Pennsboro El Sch,
74579,PENNSYLVANIA,East Pennsboro Area SHS,
74580,PENNSYLVANIA,West Creek Hills El Sch,
74581,PENNSYLVANIA,East Pennsboro Area MS,
74592,PENNSYLVANIA,Eastern York MS,http://www.easternyork.com
74593,PENNSYLVANIA,Canadochly El Sch,http://www.easternyork.com
74594,PENNSYLVANIA,Wrightsville El Sch,http://www.easternyork.com
74595,PENNSYLVANIA,Eastern York HS,http://www.easternyork.com
74596,PENNSYLVANIA,Kreutz Creek El Sch,http://www.easternyork.com
74597,PENNSYLVANIA,Brecknock El Sch,
74598,PENNSYLVANIA,Blue Ball El Sch,
74599,PENNSYLVANIA,Garden Spot SHS,
74600,PENNSYLVANIA,New Holland Elementary,
74601,PENNSYLVANIA,Garden Spot MS,
74602,PENNSYLVANIA,Palmer El Sch,
74603,PENNSYLVANIA,Forks El Sch,
74604,PENNSYLVANIA,March El Sch,
74605,PENNSYLVANIA,Easton Area HS,
74606,PENNSYLVANIA,Cheston El Sch,
74607,PENNSYLVANIA,Tracy El Sch,
74608,PENNSYLVANIA,Paxinosa El Sch,
74609,PENNSYLVANIA,Shawnee El Sch,
74610,PENNSYLVANIA,Easton Area MS,
74611,PENNSYLVANIA,Central El Sch,
74612,PENNSYLVANIA,William Penn El Sch,
74613,PENNSYLVANIA,Mt Vernon El Sch,
74614,PENNSYLVANIA,Elizabeth Forward SHS,
74615,PENNSYLVANIA,Greenock El Sch,
74616,PENNSYLVANIA,Elizabeth Forward MS,
74622,PENNSYLVANIA,Elk Lake El Sch,
74623,PENNSYLVANIA,Elk Lake JSHS,
74624,PENNSYLVANIA,Lincoln JSHS,
74625,PENNSYLVANIA,Perry Lower Intrmd Sch,
74626,PENNSYLVANIA,Hartman Intrmd Sch,
74627,PENNSYLVANIA,North Side Primary School,
74628,PENNSYLVANIA,Akron El Sch,
74629,PENNSYLVANIA,Clay El Sch,
74630,PENNSYLVANIA,Highland El Sch,
74631,PENNSYLVANIA,Ephrata SHS,
74632,PENNSYLVANIA,Ephrata MS,
74633,PENNSYLVANIA,Fulton El Sch,
74634,PENNSYLVANIA,Ephrata Intermediate Sch,
74647,PENNSYLVANIA,Strong Vincent MS,
74648,PENNSYLVANIA,East MS,
74649,PENNSYLVANIA,Erie HS,
74650,PENNSYLVANIA,Breezewood El Sch,
74651,PENNSYLVANIA,Everett Area MS,
74652,PENNSYLVANIA,Everett Area HS,
74653,PENNSYLVANIA,Everett Area El Sch,
74654,PENNSYLVANIA,Reiffton Sch,
74655,PENNSYLVANIA,Owatin Creek El Sch,
74656,PENNSYLVANIA,Lorane El Sch,
74657,PENNSYLVANIA,Exeter Twp JHS,
74658,PENNSYLVANIA,Exeter Twp SHS,
74659,PENNSYLVANIA,Jacksonwald El Sch,
74660,PENNSYLVANIA,Fairfield Area HS,
74661,PENNSYLVANIA,Fairfield Area El Sch,
74662,PENNSYLVANIA,Fairfield Area MS,
74663,PENNSYLVANIA,Fairview El Sch,http://www.fairviewschools.org
74664,PENNSYLVANIA,Fairview MS,http://www.fairviewschools.org
74665,PENNSYLVANIA,Fairview HS,http://www.fairviewschools.org
74666,PENNSYLVANIA,Sugarcreek El Sch,
74667,PENNSYLVANIA,Chicora El Sch,
74668,PENNSYLVANIA,Karns City HS,
74669,PENNSYLVANIA,Fannett-Metal MS,http://www.fmtigers.org
74670,PENNSYLVANIA,Fannett-Metal SHS,http://www.fmtigers.org
74671,PENNSYLVANIA,Fannett-Metal El Sch,http://www.fmtigers.org
74672,PENNSYLVANIA,Farrell Area HS/UMS,
74673,PENNSYLVANIA,Farrell Area ES/LMS,
74676,PENNSYLVANIA,Andrew Maier El Sch,
74677,PENNSYLVANIA,Fleetwood SHS,
74678,PENNSYLVANIA,Fleetwood MS,
74679,PENNSYLVANIA,Willow Creek El Sch,
74680,PENNSYLVANIA,Forbes Road JSHS,
74681,PENNSYLVANIA,Forbes Road El Sch,
74682,PENNSYLVANIA,Forest City Regional HS,
74683,PENNSYLVANIA,Forest City Regional El Sch,
74684,PENNSYLVANIA,Youth Forestry Camp #3,
74685,PENNSYLVANIA,Loysville Youth Dev Ctr,
74686,PENNSYLVANIA,North Central Secure Trmnt Unt,
74687,PENNSYLVANIA,Forest Hills El Sch,http://www.fhrangers.org
74688,PENNSYLVANIA,Forest Hills JSHS,http://www.fhrangers.org
74689,PENNSYLVANIA,Fort Cherry JSHS,http://www.fortcherry.org
74690,PENNSYLVANIA,Fort Cherry El Ctr,http://www.fortcherry.org
74691,PENNSYLVANIA,Waterford El Sch,http://www.fortleboeuf.net
74692,PENNSYLVANIA,Robison El Sch,http://www.fortleboeuf.net
74693,PENNSYLVANIA,Fort LeBoeuf SHS,http://www.fortleboeuf.net
74694,PENNSYLVANIA,Mill Village El Sch,http://www.fortleboeuf.net
74695,PENNSYLVANIA,Fort LeBoeuf MS,http://www.fortleboeuf.net
74702,PENNSYLVANIA,North Schuylkill JSHS,http://www.northschuylkill.net
74703,PENNSYLVANIA,North Schuylkill Elem Sch,http://www.northschuylkill.net
74704,PENNSYLVANIA,North Star HS,http://www.nscougars.com
74705,PENNSYLVANIA,North Star Central El Sch,http://www.nscougars.com
74706,PENNSYLVANIA,North Star East MS,http://www.nscougars.com
74707,PENNSYLVANIA,Sandycreek El Sch,
74708,PENNSYLVANIA,Franklin Area JSHS,
74709,PENNSYLVANIA,Central El Sch,
74710,PENNSYLVANIA,Victory El Sch,
74715,PENNSYLVANIA,Frazier HS,
74716,PENNSYLVANIA,Frazier El Sch,
74717,PENNSYLVANIA,Frazier MS,
74718,PENNSYLVANIA,Freedom Area SHS,
74719,PENNSYLVANIA,Freedom Area MS,
74720,PENNSYLVANIA,Freedom Area El Sch,
74721,PENNSYLVANIA,Buffalo El Sch,http://www.freeport.k12.pa.us
74722,PENNSYLVANIA,South Buffalo El Sch,http://www.freeport.k12.pa.us
74723,PENNSYLVANIA,Freeport Area SHS,http://www.freeport.k12.pa.us
74724,PENNSYLVANIA,Freeport Area MS,http://www.freeport.k12.pa.us
74726,PENNSYLVANIA,Garnet Valley El Sch,
74727,PENNSYLVANIA,Bethel Springs El Sch,
74728,PENNSYLVANIA,Garnet Valley HS,
74729,PENNSYLVANIA,Concord El Sch,
74730,PENNSYLVANIA,Garnet Valley MS,
74731,PENNSYLVANIA,Evergreen El Sch,http://www.gatewayk12.org
74732,PENNSYLVANIA,University Park El Sch,http://www.gatewayk12.org
74733,PENNSYLVANIA,Gateway SHS,http://www.gatewayk12.org
74734,PENNSYLVANIA,Ramsey El Sch,http://www.gatewayk12.org
74735,PENNSYLVANIA,Moss Side MS,http://www.gatewayk12.org
74736,PENNSYLVANIA,Dr Cleveland Steward Jr El Sch,http://www.gatewayk12.org
74737,PENNSYLVANIA,Edinboro El Sch,
74738,PENNSYLVANIA,McKean El Sch,
74739,PENNSYLVANIA,General McLane HS,
74740,PENNSYLVANIA,James W Parker MS,
74741,PENNSYLVANIA,Gettysburg Area MS,
74742,PENNSYLVANIA,Lincoln El Sch,
74743,PENNSYLVANIA,James Gettys El Sch,
74744,PENNSYLVANIA,Gettysburg Area HS,
74745,PENNSYLVANIA,Franklin Twp El Sch,
74746,PENNSYLVANIA,Elk Valley El Sch,http://www.girardsd.org
74747,PENNSYLVANIA,Girard HS,http://www.girardsd.org
74748,PENNSYLVANIA,Rice Avenue MS,http://www.girardsd.org
74749,PENNSYLVANIA,Glendale JSHS,
74750,PENNSYLVANIA,Glendale El Sch,
74751,PENNSYLVANIA,Brecknock El Sch,
74752,PENNSYLVANIA,Cumru El Sch,
74753,PENNSYLVANIA,Governor Mifflin MS,
74754,PENNSYLVANIA,Governor Mifflin SHS,
74755,PENNSYLVANIA,Intermediate Sch,
